team,player1,player2,p1_pos,p2_pos,co_games,joi90,jdi90,offensive,defensive
Germany,Kai Havertz,Manuel Neuer,Left Center Forward,Goalkeeper,3,0.013333,-1.700727,0.4859,7.3498
Germany,Kai Havertz,Marc-André ter Stegen,Left Center Forward,Substitute,3,0.0,-1.359276,0.0,8.4119
Germany,Kai Havertz,Mario Götze,Left Center Forward,Left Back,3,0.153108,-1.544529,5.5793,7.8357
Germany,Kai Havertz,Matthias Ginter,Left Center Forward,Center Back,3,0.0,-1.481956,0.0,8.0303
Germany,Kai Havertz,Niclas Füllkrug,Left Center Forward,Left Defensive Midfield,3,0.201129,-1.709492,7.3292,7.3225
Germany,Kai Havertz,Nico Schlotterbeck,Left Center Forward,Substitute,3,0.034883,-1.778543,1.2711,7.1077
Germany,Kai Havertz,Niklas Süle,Left Center Forward,Right Center Back,3,0.030953,-1.917233,1.1279,6.6763
Germany,Kai Havertz,Serge Gnabry,Left Center Forward,Left Wing,3,0.0665,-1.599501,2.4233,7.6647
Germany,Kai Havertz,Thilo Kehrer,Left Center Forward,Substitute,3,0.0,-1.521012,0.0,7.9088
Germany,Kai Havertz,Thomas Müller,Left Center Forward,Center Forward,3,0.096295,-1.491582,3.509,8.0004
Germany,Kai Havertz,Youssoufa Moukoko,Left Center Forward,Substitute,3,0.0,-1.399575,0.0,8.2866
Germany,Kai Havertz,İlkay Gündoğan,Left Center Forward,Left Defensive Midfield,3,0.047335,-1.710257,1.7249,7.3201
Germany,Karim-David Adeyemi,Kevin Trapp,Substitute,Substitute,3,0.0,-1.208599,0.0,8.8807
Germany,Karim-David Adeyemi,Leon Goretzka,Substitute,Right Defensive Midfield,3,0.0,-1.694318,0.0,7.3697
Germany,Karim-David Adeyemi,Leroy Sané,Substitute,Right Wing,3,0.0,-1.463639,0.0,8.0873
Germany,Karim-David Adeyemi,Lukas Klostermann,Substitute,Right Back,3,0.0,-1.482962,0.0,8.0272
Germany,Karim-David Adeyemi,Manuel Neuer,Substitute,Goalkeeper,3,0.0,-1.55005,0.0,7.8185
Germany,Karim-David Adeyemi,Marc-André ter Stegen,Substitute,Substitute,3,0.0,-1.208599,0.0,8.8807
Germany,Karim-David Adeyemi,Mario Götze,Substitute,Left Back,3,0.0,-1.393852,0.0,8.3044
Germany,Karim-David Adeyemi,Matthias Ginter,Substitute,Center Back,3,0.0,-1.331279,0.0,8.499
Germany,Karim-David Adeyemi,Niclas Füllkrug,Substitute,Left Defensive Midfield,3,0.0,-1.558815,0.0,7.7912
Germany,Karim-David Adeyemi,Nico Schlotterbeck,Substitute,Substitute,3,0.0,-1.627867,0.0,7.5764
Germany,Karim-David Adeyemi,Niklas Süle,Substitute,Right Center Back,3,0.0,-1.766556,0.0,7.145
Germany,Karim-David Adeyemi,Serge Gnabry,Substitute,Left Wing,3,0.0,-1.448825,0.0,8.1334
Germany,Karim-David Adeyemi,Thilo Kehrer,Substitute,Substitute,3,0.0,-1.370335,0.0,8.3775
Germany,Karim-David Adeyemi,Thomas Müller,Substitute,Center Forward,3,0.0,-1.340906,0.0,8.4691
Germany,Karim-David Adeyemi,Youssoufa Moukoko,Substitute,Substitute,3,0.0,-1.248898,0.0,8.7553
Germany,Karim-David Adeyemi,İlkay Gündoğan,Substitute,Left Defensive Midfield,3,0.0,-1.55958,0.0,7.7888
Germany,Kevin Trapp,Leon Goretzka,Substitute,Right Defensive Midfield,3,0.0,-1.694318,0.0,7.3697
Germany,Kevin Trapp,Leroy Sané,Substitute,Right Wing,3,0.0,-1.463639,0.0,8.0873
Germany,Kevin Trapp,Lukas Klostermann,Substitute,Right Back,3,0.0,-1.482962,0.0,8.0272
Germany,Kevin Trapp,Manuel Neuer,Substitute,Goalkeeper,3,0.0,-1.55005,0.0,7.8185
Germany,Kevin Trapp,Marc-André ter Stegen,Substitute,Substitute,3,0.0,-1.208599,0.0,8.8807
Germany,Kevin Trapp,Mario Götze,Substitute,Left Back,3,0.0,-1.393852,0.0,8.3044
Germany,Kevin Trapp,Matthias Ginter,Substitute,Center Back,3,0.0,-1.331279,0.0,8.499
Germany,Kevin Trapp,Niclas Füllkrug,Substitute,Left Defensive Midfield,3,0.0,-1.558815,0.0,7.7912
Germany,Kevin Trapp,Nico Schlotterbeck,Substitute,Substitute,3,0.0,-1.627867,0.0,7.5764
Germany,Kevin Trapp,Niklas Süle,Substitute,Right Center Back,3,0.0,-1.766556,0.0,7.145
Germany,Kevin Trapp,Serge Gnabry,Substitute,Left Wing,3,0.0,-1.448825,0.0,8.1334
Germany,Kevin Trapp,Thilo Kehrer,Substitute,Substitute,3,0.0,-1.370335,0.0,8.3775
Germany,Kevin Trapp,Thomas Müller,Substitute,Center Forward,3,0.0,-1.340906,0.0,8.4691
Germany,Kevin Trapp,Youssoufa Moukoko,Substitute,Substitute,3,0.0,-1.248898,0.0,8.7553
Germany,Kevin Trapp,İlkay Gündoğan,Substitute,Left Defensive Midfield,3,0.0,-1.55958,0.0,7.7888
Germany,Leon Goretzka,Lukas Klostermann,Right Defensive Midfield,Right Back,3,0.0,-1.968681,0.0,6.5162
Germany,Leon Goretzka,Marc-André ter Stegen,Right Defensive Midfield,Substitute,3,0.0,-1.694318,0.0,7.3697
Germany,Leon Goretzka,Mario Götze,Right Defensive Midfield,Left Back,3,0.0,-1.879571,0.0,6.7934
Germany,Leon Goretzka,Matthias Ginter,Right Defensive Midfield,Center Back,3,0.0,-1.816998,0.0,6.9881
Germany,Leon Goretzka,Youssoufa Moukoko,Right Defensive Midfield,Substitute,3,0.0,-1.734617,0.0,7.2443
Germany,Leroy Sané,Manuel Neuer,Right Wing,Goalkeeper,3,0.006333,-1.805091,0.2308,7.0251
Germany,Leroy Sané,Marc-André ter Stegen,Right Wing,Substitute,3,0.0,-1.463639,0.0,8.0873
Germany,Leroy Sané,Mario Götze,Right Wing,Left Back,3,0.036575,-1.648892,1.3328,7.511
Germany,Leroy Sané,Matthias Ginter,Right Wing,Center Back,3,0.0,-1.586319,0.0,7.7057
Germany,Leroy Sané,Thilo Kehrer,Right Wing,Substitute,3,0.0,-1.625375,0.0,7.5842
Germany,Leroy Sané,Thomas Müller,Right Wing,Center Forward,3,0.009351,-1.595946,0.3408,7.6757
Germany,Leroy Sané,Youssoufa Moukoko,Right Wing,Substitute,3,0.0,-1.503938,0.0,7.9619
Germany,Leroy Sané,İlkay Gündoğan,Right Wing,Left Defensive Midfield,3,0.097216,-1.81462,3.5426,6.9955
Germany,Lukas Klostermann,Marc-André ter Stegen,Right Back,Substitute,3,0.0,-1.482962,0.0,8.0272
Germany,Lukas Klostermann,Mario Götze,Right Back,Left Back,3,0.008664,-1.668215,0.3157,7.4509
Germany,Lukas Klostermann,Matthias Ginter,Right Back,Center Back,3,0.025444,-1.605642,0.9272,7.6456
Germany,Lukas Klostermann,Niclas Füllkrug,Right Back,Left Defensive Midfield,3,-0.002931,-1.833178,0.0,6.9377
Germany,Lukas Klostermann,Nico Schlotterbeck,Right Back,Substitute,3,0.0,-1.90223,0.0,6.7229
Germany,Lukas Klostermann,Serge Gnabry,Right Back,Left Wing,3,0.047077,-1.723188,1.7155,7.2799
Germany,Lukas Klostermann,Thilo Kehrer,Right Back,Substitute,3,0.0,-1.644698,0.0,7.5241
Germany,Lukas Klostermann,Thomas Müller,Right Back,Center Forward,3,0.059337,-1.615269,2.1623,7.6156
Germany,Lukas Klostermann,Youssoufa Moukoko,Right Back,Substitute,3,0.0,-1.523261,0.0,7.9018
Germany,Manuel Neuer,Marc-André ter Stegen,Goalkeeper,Substitute,3,0.0,-1.55005,0.0,7.8185
Germany,Manuel Neuer,Mario Götze,Goalkeeper,Left Back,3,0.012667,-1.735303,0.4616,7.2422
Germany,Manuel Neuer,Matthias Ginter,Goalkeeper,Center Back,3,0.0,-1.67273,0.0,7.4369
Germany,Manuel Neuer,Niclas Füllkrug,Goalkeeper,Left Defensive Midfield,3,-0.004996,-1.900266,0.0,6.729
Germany,Manuel Neuer,Nico Schlotterbeck,Goalkeeper,Substitute,3,0.241739,-1.969318,8.809,6.5142
Germany,Manuel Neuer,Thomas Müller,Goalkeeper,Center Forward,3,0.007,-1.682357,0.2551,7.4069
Germany,Manuel Neuer,Youssoufa Moukoko,Goalkeeper,Substitute,3,0.0,-1.590349,0.0,7.6931
Germany,Marc-André ter Stegen,Mario Götze,Substitute,Left Back,3,0.0,-1.393852,0.0,8.3044
Germany,Marc-André ter Stegen,Matthias Ginter,Substitute,Center Back,3,0.0,-1.331279,0.0,8.499
Germany,Marc-André ter Stegen,Niclas Füllkrug,Substitute,Left Defensive Midfield,3,0.0,-1.558815,0.0,7.7912
Germany,Marc-André ter Stegen,Nico Schlotterbeck,Substitute,Substitute,3,0.0,-1.627867,0.0,7.5764
Germany,Marc-André ter Stegen,Niklas Süle,Substitute,Right Center Back,3,0.0,-1.766556,0.0,7.145
Germany,Marc-André ter Stegen,Serge Gnabry,Substitute,Left Wing,3,0.0,-1.448825,0.0,8.1334
Germany,Marc-André ter Stegen,Thilo Kehrer,Substitute,Substitute,3,0.0,-1.370335,0.0,8.3775
Germany,Marc-André ter Stegen,Thomas Müller,Substitute,Center Forward,3,0.0,-1.340906,0.0,8.4691
Germany,Marc-André ter Stegen,Youssoufa Moukoko,Substitute,Substitute,3,0.0,-1.248898,0.0,8.7553
Germany,Marc-André ter Stegen,İlkay Gündoğan,Substitute,Left Defensive Midfield,3,0.0,-1.55958,0.0,7.7888
Germany,Mario Götze,Matthias Ginter,Left Back,Center Back,3,0.0,-1.516532,0.0,7.9228
Germany,Mario Götze,Niclas Füllkrug,Left Back,Left Defensive Midfield,3,0.237274,-1.744068,8.6463,7.2149
Germany,Mario Götze,Nico Schlotterbeck,Left Back,Substitute,3,0.013333,-1.81312,0.4859,7.0001
Germany,Mario Götze,Niklas Süle,Left Back,Right Center Back,3,0.012538,-1.951809,0.4569,6.5687
Germany,Mario Götze,Serge Gnabry,Left Back,Left Wing,3,0.146524,-1.634078,5.3393,7.5571
Germany,Mario Götze,Thilo Kehrer,Left Back,Substitute,3,0.0,-1.555588,0.0,7.8013
Germany,Mario Götze,Thomas Müller,Left Back,Center Forward,3,0.0,-1.526159,0.0,7.8928
Germany,Mario Götze,Youssoufa Moukoko,Left Back,Substitute,3,0.0,-1.434151,0.0,8.179
Germany,Mario Götze,İlkay Gündoğan,Left Back,Left Defensive Midfield,3,0.0,-1.744833,0.0,7.2126
Germany,Matthias Ginter,Niclas Füllkrug,Center Back,Left Defensive Midfield,3,0.0,-1.681495,0.0,7.4096
Germany,Matthias Ginter,Nico Schlotterbeck,Center Back,Substitute,3,0.0,-1.750546,0.0,7.1948
Germany,Matthias Ginter,Niklas Süle,Center Back,Right Center Back,3,0.0,-1.889236,0.0,6.7634
Germany,Matthias Ginter,Serge Gnabry,Center Back,Left Wing,3,0.0,-1.571504,0.0,7.7517
Germany,Matthias Ginter,Thilo Kehrer,Center Back,Substitute,3,0.0,-1.493015,0.0,7.9959
Germany,Matthias Ginter,Thomas Müller,Center Back,Center Forward,3,0.0,-1.463585,0.0,8.0875
Germany,Matthias Ginter,Youssoufa Moukoko,Center Back,Substitute,3,0.0,-1.371578,0.0,8.3737
Germany,Matthias Ginter,İlkay Gündoğan,Center Back,Left Defensive Midfield,3,0.0,-1.68226,0.0,7.4072
Germany,Niclas Füllkrug,Nico Schlotterbeck,Left Defensive Midfield,Substitute,3,0.030771,-1.978082,1.1213,6.487
Germany,Niclas Füllkrug,Thilo Kehrer,Left Defensive Midfield,Substitute,3,0.0,-1.720551,0.0,7.2881
Germany,Niclas Füllkrug,Thomas Müller,Left Defensive Midfield,Center Forward,3,0.013958,-1.691121,0.5086,7.3796
Germany,Niclas Füllkrug,Youssoufa Moukoko,Left Defensive Midfield,Substitute,3,0.089753,-1.599114,3.2706,7.6659
Germany,Niclas Füllkrug,İlkay Gündoğan,Left Defensive Midfield,Left Defensive Midfield,3,0.0,-1.909796,0.0,6.6994
Germany,Nico Schlotterbeck,Serge Gnabry,Substitute,Left Wing,3,0.0,-1.868092,0.0,6.8291
Germany,Nico Schlotterbeck,Thilo Kehrer,Substitute,Substitute,3,0.0,-1.789603,0.0,7.0733
Germany,Nico Schlotterbeck,Thomas Müller,Substitute,Center Forward,3,0.022771,-1.760173,0.8298,7.1648
Germany,Nico Schlotterbeck,Youssoufa Moukoko,Substitute,Substitute,3,0.000667,-1.668166,0.0243,7.4511
Germany,Nico Schlotterbeck,İlkay Gündoğan,Substitute,Left Defensive Midfield,3,0.285177,-1.978847,10.0,6.4846
Germany,Niklas Süle,Youssoufa Moukoko,Right Center Back,Substitute,3,0.0,-1.806855,0.0,7.0196
Germany,Serge Gnabry,Youssoufa Moukoko,Left Wing,Substitute,3,0.0,-1.489123,0.0,8.008
Germany,Thilo Kehrer,Youssoufa Moukoko,Substitute,Substitute,3,0.0,-1.410634,0.0,8.2522
Germany,Thomas Müller,Youssoufa Moukoko,Center Forward,Substitute,3,0.0,-1.381205,0.0,8.3437
Germany,Youssoufa Moukoko,İlkay Gündoğan,Substitute,Left Defensive Midfield,3,0.0,-1.599879,0.0,7.6635
Cameroon,Martin Hongla Yma II,Ngoran Suiru Fai Collins,Left Center Midfield,Right Back,2,0.298199,-2.617542,10.0,4.4977
Cameroon,Devis Rogers Epassy Mboka,Martin Hongla Yma II,Goalkeeper,Left Center Midfield,2,-0.0075,-2.370802,0.0,5.2653
Cameroon,Jean-Charles Castelletto,Martin Hongla Yma II,Right Center Back,Left Center Midfield,2,0.137814,-2.91555,5.022,3.5707
Cameroon,Jean-Charles Castelletto,Ngoran Suiru Fai Collins,Right Center Back,Right Back,2,0.311995,-2.948456,10.0,3.4683
Cameroon,Devis Rogers Epassy Mboka,Jean-Charles Castelletto,Goalkeeper,Right Center Back,2,0.090314,-2.701716,3.2911,4.2359
Cameroon,Devis Rogers Epassy Mboka,Jean-Eric Maxim Choupo-Moting,Goalkeeper,Left Center Forward,3,0.040532,-2.877007,1.477,3.6906
Cameroon,Jean-Eric Maxim Choupo-Moting,Pierre Kunde Malong,Left Center Forward,Right Defensive Midfield,3,0.005682,-3.248328,0.2071,2.5355
Cameroon,André-Frank Zambo Anguissa,Martin Hongla Yma II,Left Defensive Midfield,Left Center Midfield,2,0.127769,-2.506824,4.6559,4.8422
Cameroon,Martin Hongla Yma II,Nicolas Alexis Julio N'Koulou Ndoubena,Left Center Midfield,Left Center Back,2,0.207195,-2.942894,7.5502,3.4856
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,Nouhou Tolo,Left Center Back,Left Back,2,0.461709,-2.96689,10.0,3.411
Cameroon,Devis Rogers Epassy Mboka,Nouhou Tolo,Goalkeeper,Left Back,3,0.000288,-2.985788,0.0105,3.3522
Cameroon,Devis Rogers Epassy Mboka,Nicolas Alexis Julio N'Koulou Ndoubena,Goalkeeper,Left Center Back,2,0.136946,-2.729061,4.9903,4.1508
Cameroon,Karl Brillant Toko Ekambi,Nicolas Alexis Julio N'Koulou Ndoubena,Right Midfield,Left Center Back,2,0.137803,-2.910137,5.0216,3.5875
Cameroon,Martin Hongla Yma II,Pierre Kunde Malong,Left Center Midfield,Right Defensive Midfield,2,0.070416,-2.39126,2.566,5.2017
Cameroon,Nouhou Tolo,Pierre Kunde Malong,Left Back,Right Defensive Midfield,3,0.027792,-3.357109,1.0128,2.1971
Cameroon,Martin Hongla Yma II,Nouhou Tolo,Left Center Midfield,Left Back,2,0.157661,-2.608632,5.7452,4.5255
Cameroon,Bryan Mbeumo,Ngoran Suiru Fai Collins,Right Midfield,Right Back,3,0.389288,-3.232504,10.0,2.5847
Cameroon,Karl Brillant Toko Ekambi,Nouhou Tolo,Right Midfield,Left Back,3,0.157871,-3.192655,5.7528,2.7087
Cameroon,André-Frank Zambo Anguissa,Devis Rogers Epassy Mboka,Left Defensive Midfield,Goalkeeper,3,0.006295,-2.964658,0.2294,3.4179
Cameroon,André-Frank Zambo Anguissa,Nicolas Alexis Julio N'Koulou Ndoubena,Left Defensive Midfield,Left Center Back,2,0.202038,-2.865083,7.3623,3.7277
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,Pierre Kunde Malong,Left Center Back,Right Defensive Midfield,2,0.316605,-2.749519,10.0,4.0872
Cameroon,Bryan Mbeumo,Nicolas Alexis Julio N'Koulou Ndoubena,Right Midfield,Left Center Back,2,0.095314,-2.796505,3.4733,3.941
Cameroon,Jean-Eric Maxim Choupo-Moting,Nouhou Tolo,Left Center Forward,Left Back,3,0.022374,-3.073095,0.8153,3.0806
Cameroon,Jean-Eric Maxim Choupo-Moting,Ngoran Suiru Fai Collins,Left Center Forward,Right Back,3,0.049934,-3.188698,1.8196,2.721
Cameroon,André-Frank Zambo Anguissa,Ngoran Suiru Fai Collins,Left Defensive Midfield,Right Back,3,0.19035,-3.276349,6.9364,2.4483
Cameroon,Jean-Charles Castelletto,Nicolas Alexis Julio N'Koulou Ndoubena,Right Center Back,Left Center Back,2,0.757837,-3.273809,10.0,2.4562
Cameroon,André-Frank Zambo Anguissa,Jean-Charles Castelletto,Left Defensive Midfield,Right Center Back,2,0.143272,-2.837738,5.2209,3.8128
Cameroon,André-Frank Zambo Anguissa,Bryan Mbeumo,Left Defensive Midfield,Right Midfield,3,0.152456,-3.09577,5.5555,3.0101
Cameroon,Jean-Eric Maxim Choupo-Moting,Nicolas Alexis Julio N'Koulou Ndoubena,Left Center Forward,Left Center Back,2,0.419999,-2.92007,10.0,3.5566
Cameroon,Ngoran Suiru Fai Collins,Pierre Kunde Malong,Right Back,Right Defensive Midfield,3,0.016888,-3.472712,0.6154,1.8375
Cameroon,Devis Rogers Epassy Mboka,Ngoran Suiru Fai Collins,Goalkeeper,Right Back,3,0.003459,-3.101391,0.1261,2.9926
Cameroon,Ngoran Suiru Fai Collins,Nouhou Tolo,Right Back,Left Back,3,-0.015312,-3.297479,0.0,2.3826
Cameroon,André-Frank Zambo Anguissa,Karl Brillant Toko Ekambi,Left Defensive Midfield,Right Midfield,3,0.261113,-3.171525,9.515,2.7744
Cameroon,André-Frank Zambo Anguissa,Pierre Kunde Malong,Left Defensive Midfield,Right Defensive Midfield,3,0.100237,-3.335978,3.6526,2.2628
Cameroon,Karl Brillant Toko Ekambi,Pierre Kunde Malong,Right Midfield,Right Defensive Midfield,3,0.027009,-3.367888,0.9842,2.1636
Cameroon,Bryan Mbeumo,Karl Brillant Toko Ekambi,Right Midfield,Right Midfield,3,0.252919,-3.12768,9.2164,2.9108
Cameroon,Bryan Mbeumo,Martin Hongla Yma II,Right Midfield,Left Center Midfield,2,-0.009132,-2.438247,0.0,5.0555
Cameroon,Bryan Mbeumo,Jean-Eric Maxim Choupo-Moting,Right Midfield,Left Center Forward,3,0.103716,-3.00812,3.7794,3.2827
Cameroon,Jean-Eric Maxim Choupo-Moting,Karl Brillant Toko Ekambi,Left Center Forward,Right Midfield,3,0.021496,-3.083874,0.7833,3.0471
Cameroon,Jean-Charles Castelletto,Jean-Eric Maxim Choupo-Moting,Right Center Back,Left Center Forward,2,0.030454,-2.892726,1.1098,3.6417
Cameroon,André-Frank Zambo Anguissa,Nouhou Tolo,Left Defensive Midfield,Left Back,3,0.201344,-3.160746,7.337,2.8079
Cameroon,Jean-Eric Maxim Choupo-Moting,Martin Hongla Yma II,Left Center Forward,Left Center Midfield,2,0.111435,-2.561812,4.0607,4.6711
Cameroon,Jean-Charles Castelletto,Pierre Kunde Malong,Right Center Back,Right Defensive Midfield,2,0.41078,-2.722174,10.0,4.1723
Cameroon,Jean-Charles Castelletto,Karl Brillant Toko Ekambi,Right Center Back,Right Midfield,2,0.002284,-2.882793,0.0832,3.6726
Cameroon,Devis Rogers Epassy Mboka,Karl Brillant Toko Ekambi,Goalkeeper,Right Midfield,3,-0.004761,-2.996567,0.0,3.3187
Cameroon,Bryan Mbeumo,Pierre Kunde Malong,Right Midfield,Right Defensive Midfield,3,0.028545,-3.292133,1.0402,2.3992
Cameroon,Bryan Mbeumo,Jean-Charles Castelletto,Right Midfield,Right Center Back,2,0.106962,-2.769161,3.8977,4.0261
Cameroon,Bryan Mbeumo,Nouhou Tolo,Right Midfield,Left Back,3,0.018825,-3.116901,0.686,2.9443
Cameroon,Devis Rogers Epassy Mboka,Pierre Kunde Malong,Goalkeeper,Right Defensive Midfield,3,0.03687,-3.161021,1.3436,2.8071
Cameroon,Jean-Charles Castelletto,Nouhou Tolo,Right Center Back,Left Back,2,0.044594,-2.939546,1.625,3.4961
Cameroon,Ngoran Suiru Fai Collins,Vincent Paté Aboubakar,Right Back,Right Center Forward,3,0.112337,-3.125319,4.0936,2.9182
Cameroon,Jean-Eric Maxim Choupo-Moting,Vincent Paté Aboubakar,Left Center Forward,Right Center Forward,3,0.246219,-2.900935,8.9723,3.6162
Cameroon,Christian Mougang Bassogog,Ngoran Suiru Fai Collins,Substitute,Right Back,3,-0.005802,-3.068534,0.0,3.0948
Cameroon,Gaël Ondoua,Vincent Paté Aboubakar,Substitute,Right Center Forward,3,0.021844,-2.987586,0.796,3.3466
Cameroon,Christian Mougang Bassogog,Gaël Ondoua,Substitute,Substitute,3,-0.003904,-2.930801,0.0,3.5233
Cameroon,André-Frank Zambo Anguissa,Vincent Paté Aboubakar,Left Defensive Midfield,Right Center Forward,3,0.07929,-2.988585,2.8893,3.3435
Cameroon,Bryan Mbeumo,Vincent Paté Aboubakar,Right Midfield,Right Center Forward,3,0.259262,-2.94474,9.4475,3.4799
Cameroon,Bryan Mbeumo,Gaël Ondoua,Right Midfield,Substitute,3,-0.007,-3.094771,0.0,3.0132
Cameroon,André-Frank Zambo Anguissa,Gaël Ondoua,Left Defensive Midfield,Substitute,3,0.029849,-3.138616,1.0877,2.8768
Cameroon,Gaël Ondoua,Ngoran Suiru Fai Collins,Substitute,Right Back,3,0.038045,-3.275349,1.3864,2.4514
Cameroon,André-Frank Zambo Anguissa,Christian Mougang Bassogog,Left Defensive Midfield,Substitute,3,0.003736,-2.931801,0.1361,3.5201
Cameroon,Gaël Ondoua,Nouhou Tolo,Substitute,Left Back,3,0.019064,-3.159746,0.6947,2.8111
Cameroon,André-Frank Zambo Anguissa,Jean-Eric Maxim Choupo-Moting,Left Defensive Midfield,Left Center Forward,3,0.285709,-3.051965,10.0,3.1463
Cameroon,Christian Mougang Bassogog,Jean-Eric Maxim Choupo-Moting,Substitute,Left Center Forward,3,0.028982,-2.84415,1.0561,3.7928
Cameroon,Ngoran Suiru Fai Collins,Nicolas Alexis Julio N'Koulou Ndoubena,Right Back,Left Center Back,2,0.00991,-2.9758,0.3611,3.3833
Cameroon,Bryan Mbeumo,Devis Rogers Epassy Mboka,Right Midfield,Goalkeeper,3,-0.006921,-2.920813,0.0,3.5543
Cameroon,Nouhou Tolo,Vincent Paté Aboubakar,Left Back,Right Center Forward,3,0.015126,-3.009716,0.5512,3.2778
Cameroon,Georges-Kévin Nkoudou Mbida,Nouhou Tolo,Substitute,Left Back,3,0.035904,-3.105494,1.3083,2.9798
Cameroon,Gaël Ondoua,Georges-Kévin Nkoudou Mbida,Substitute,Substitute,3,0.011728,-3.083364,0.4274,3.0487
Cameroon,Samuel Yves Oum Gwet,Vincent Paté Aboubakar,Substitute,Right Center Forward,3,0.023082,-3.089942,0.8411,3.0282
Cameroon,Christian Mougang Bassogog,Jean-Charles Castelletto,Substitute,Right Center Back,2,-0.007904,-2.653948,0.0,4.3845
Cameroon,Georges-Kévin Nkoudou Mbida,Jean-Eric Maxim Choupo-Moting,Substitute,Left Center Forward,3,0.009676,-2.996713,0.3526,3.3182
Cameroon,Georges-Kévin Nkoudou Mbida,Samuel Yves Oum Gwet,Substitute,Substitute,3,-0.009921,-3.18572,0.0,2.7303
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,Samuel Yves Oum Gwet,Left Center Back,Substitute,2,0.167222,-3.145049,6.0936,2.8568
Cameroon,Devis Rogers Epassy Mboka,Gaël Ondoua,Goalkeeper,Substitute,3,0.006008,-2.963658,0.2189,3.421
Cameroon,Gaël Ondoua,Samuel Yves Oum Gwet,Substitute,Substitute,3,0.015104,-3.239972,0.5504,2.5615
Cameroon,Ngoran Suiru Fai Collins,Samuel Yves Oum Gwet,Right Back,Substitute,3,0.097545,-3.377705,3.5546,2.133
Cameroon,Jean-Charles Castelletto,Vincent Paté Aboubakar,Right Center Back,Right Center Forward,2,0.002344,-2.797657,0.0854,3.9374
Cameroon,Devis Rogers Epassy Mboka,Vincent Paté Aboubakar,Goalkeeper,Right Center Forward,3,-0.000238,-2.813628,0.0,3.8878
Cameroon,Christian Mougang Bassogog,Vincent Paté Aboubakar,Substitute,Right Center Forward,3,0.031339,-2.780771,1.142,3.99
Cameroon,Bryan Mbeumo,Christian Mougang Bassogog,Right Midfield,Substitute,3,0.010874,-2.887956,0.3963,3.6565
Cameroon,Gaël Ondoua,Nicolas Alexis Julio N'Koulou Ndoubena,Substitute,Left Center Back,2,0.026472,-2.991515,0.9646,3.3344
Cameroon,Georges-Kévin Nkoudou Mbida,Vincent Paté Aboubakar,Substitute,Right Center Forward,3,0.035408,-2.933334,1.2903,3.5154
Cameroon,Christian Mougang Bassogog,Samuel Yves Oum Gwet,Substitute,Substitute,3,0.00725,-3.033157,0.2642,3.2048
Cameroon,Jean-Eric Maxim Choupo-Moting,Samuel Yves Oum Gwet,Left Center Forward,Substitute,3,0.019266,-3.153321,0.702,2.831
Cameroon,Christian Mougang Bassogog,Georges-Kévin Nkoudou Mbida,Substitute,Substitute,3,0.013333,-2.876549,0.4859,3.692
Cameroon,Karl Brillant Toko Ekambi,Vincent Paté Aboubakar,Right Midfield,Right Center Forward,3,0.113026,-3.020495,4.1187,3.2442
Cameroon,André-Frank Zambo Anguissa,Christopher Wooh,Left Defensive Midfield,Right Center Back,3,0.055989,-3.127929,2.0403,2.91
Cameroon,André-Frank Zambo Anguissa,Enzo Ebosse,Left Defensive Midfield,Left Center Back,3,0.091283,-3.015159,3.3264,3.2608
Cameroon,André-Frank Zambo Anguissa,Georges-Kévin Nkoudou Mbida,Left Defensive Midfield,Substitute,3,0.013333,-3.084364,0.4859,3.0456
Cameroon,André-Frank Zambo Anguissa,Jean Pierre Nsamé,Left Defensive Midfield,Substitute,3,0.0,-2.910369,0.0,3.5868
Cameroon,André-Frank Zambo Anguissa,Jerome Ngom Mbekeli,Left Defensive Midfield,Right Midfield,3,0.0,-2.99753,0.0,3.3157
Cameroon,André-Frank Zambo Anguissa,Jules Olivier Ntcham,Left Defensive Midfield,Right Defensive Midfield,3,0.114263,-3.269063,4.1638,2.471
Cameroon,André-Frank Zambo Anguissa,Nicolas Moumi Ngamaleu,Left Defensive Midfield,Left Midfield,3,0.105259,-2.986269,3.8357,3.3507
Cameroon,André-Frank Zambo Anguissa,Olivier Mbaissidara Mbaizo,Left Defensive Midfield,Substitute,3,0.0,-2.910369,0.0,3.5868
Cameroon,André-Frank Zambo Anguissa,Samuel Yves Oum Gwet,Left Defensive Midfield,Substitute,3,0.166941,-3.240972,6.0834,2.5584
Cameroon,André-Frank Zambo Anguissa,Simon Brady Ngapandouetnbu,Left Defensive Midfield,Substitute,3,0.0,-2.910369,0.0,3.5868
Cameroon,André-Frank Zambo Anguissa,Souaibou Marou,Left Defensive Midfield,Substitute,3,0.0,-2.910369,0.0,3.5868
Cameroon,Bryan Mbeumo,Christopher Wooh,Right Midfield,Right Center Back,3,0.032982,-3.084083,1.2019,3.0464
Cameroon,Bryan Mbeumo,Enzo Ebosse,Right Midfield,Left Center Back,3,0.025066,-2.971314,0.9134,3.3972
Cameroon,Bryan Mbeumo,Georges-Kévin Nkoudou Mbida,Right Midfield,Substitute,3,0.0,-3.040519,0.0,3.1819
